Latitude and Longitude,Class of Land,Longitude,Latitude,Distance to center of the dataset,vh,vv,hh,hv
"10.008946468127121, 105.6717962720094",Non Rice,105.6717962720094,10.008946468127121,39.18241157257438,0.06094750761985779,0.28291311860084534,4001.0,3335.0
"10.00849223929746, 105.6717962720094",Non Rice,105.6717962720094,10.00849223929746,39.212982329473434,0.03974295035004616,0.4020404517650604,5226.0,2175.0
"10.01167184110508, 105.67225050083903",Non Rice,105.67225050083903,10.01167184110508,39.039662917250865,0.08285453170537949,0.3733724355697632,5100.0,2720.0
"10.011217612275422, 105.67225050083903",Non Rice,105.67225050083903,10.011217612275422,39.069953662862446,0.04722042754292488,0.24381966888904572,6088.0,2870.0
"10.010763383445761, 105.67225050083903",Non Rice,105.67225050083903,10.010763383445761,39.100286185745986,0.06285332143306732,0.0940646231174469,5470.0,2745.0
"10.0103091546161, 105.67225050083903",Non Rice,105.67225050083903,10.0103091546161,39.13066038874916,0.08779401332139969,0.22528454661369324,4973.0,2139.0
"10.009854925786442, 105.67225050083903",Non Rice,105.67225050083903,10.009854925786442,39.161076174887775,0.032613497227430344,0.3971973955631256,6823.0,2674.0
"10.009400696956781, 105.67225050083903",Non Rice,105.67225050083903,10.009400696956781,39.19153344734646,0.02725851535797119,0.26148518919944763,5480.0,2214.0
"10.008946468127121, 105.67225050083903",Non Rice,105.67225050083903,10.008946468127121,39.22203210947839,0.042443081736564636,0.2433748096227646,4164.0,2025.0
"10.00849223929746, 105.67225050083903",Non Rice,105.67225050083903,10.00849223929746,39.25257206480611,0.08714485913515091,0.1504405438899994,4581.0,2559.0
"10.008038010467802, 105.67225050083903",Non Rice,105.67225050083903,10.008038010467802,39.28315321702161,0.0451321117579937,0.23552212119102478,4704.0,3255.0
"10.012580298764401, 105.67270472966868",Non Rice,105.67270472966868,10.012580298764401,39.01909693501017,0.09577538073062897,0.39578959345817566,7852.0,3135.0
"10.012126069934741, 105.67270472966868",Non Rice,105.67270472966868,10.012126069934741,39.04927303302217,0.08243952691555023,0.17022235691547394,5865.0,3875.0
"10.01167184110508, 105.67270472966868",Non Rice,105.67270472966868,10.01167184110508,39.07949110792693,0.059124160557985306,0.2738809287548065,6562.0,2790.0
"10.011217612275422, 105.67270472966868",Non Rice,105.67270472966868,10.011217612275422,39.10975106242421,0.12115006893873215,0.2812339961528778,6844.0,2200.0
"10.010763383445761, 105.67270472966868",Non Rice,105.67270472966868,10.010763383445761,39.140052799380435,0.050015874207019806,0.47524601221084595,7384.0,2398.0
"10.0103091546161, 105.67270472966868",Non Rice,105.67270472966868,10.0103091546161,39.17039622182827,0.08699256181716919,0.24478957056999207,7308.0,3649.0
"10.009854925786442, 105.67270472966868",Non Rice,105.67270472966868,10.009854925786442,39.20078123296746,0.06360568106174469,0.27621397376060486,5568.0,2395.0
"10.009400696956781, 105.67270472966868",Non Rice,105.67270472966868,10.009400696956781,39.23120773616551,0.034320756793022156,0.2944066822528839,5955.0,2112.0
"10.008946468127121, 105.67270472966868",Non Rice,105.67270472966868,10.008946468127121,39.26167563495738,0.05451434478163719,0.3747672140598297,6458.0,2197.0
"10.00849223929746, 105.67270472966868",Non Rice,105.67270472966868,10.00849223929746,39.2921848330463,0.09747835993766785,0.3394375443458557,6198.0,3142.0
"10.008038010467802, 105.67270472966868",Non Rice,105.67270472966868,10.008038010467802,39.3227352343039,0.09700269997119904,0.13449767231941223,4959.0,2710.0
"10.007583781638141, 105.67270472966868",Non Rice,105.67270472966868,10.007583781638141,39.35332674277108,0.10217829793691635,0.1742302030324936,5801.0,2576.0
"10.013034527594062, 105.6731589584983",Non Rice,105.6731589584983,10.013034527594062,39.02890601798528,0.03597116470336914,0.210377499461174,6545.0,2494.0
"10.012580298764401, 105.6731589584983",Non Rice,105.6731589584983,10.012580298764401,39.05900928176817,0.024388374760746956,0.4722433090209961,6720.0,3053.0
"10.012126069934741, 105.6731589584983",Non Rice,105.6731589584983,10.012126069934741,39.08915462438246,0.0897713452577591,0.20590437948703766,5643.0,3612.0
"10.01167184110508, 105.6731589584983",Non Rice,105.6731589584983,10.01167184110508,39.11934194855037,0.05641917511820793,0.18235695362091064,5106.0,2429.0
"10.011217612275422, 105.6731589584983",Non Rice,105.6731589584983,10.011217612275422,39.149571157158796,0.05679026246070862,0.16526493430137634,5620.0,2644.0
"10.010763383445761, 105.6731589584983",Non Rice,105.6731589584983,10.010763383445761,39.17984215326014,0.049279745668172836,0.2475137859582901,5959.0,2719.0
"10.0103091546161, 105.6731589584983",Non Rice,105.6731589584983,10.0103091546161,39.210154840072036,0.03998341038823128,0.176730215549469,5022.0,2577.0
"10.009854925786442, 105.6731589584983",Non Rice,105.6731589584983,10.009854925786442,39.24050912097806,0.07636847347021103,0.3525735139846802,6523.0,2621.0
"10.009400696956781, 105.6731589584983",Non Rice,105.6731589584983,10.009400696956781,39.27090489952853,0.04959816485643387,0.2654915153980255,6738.0,2304.0
"10.008946468127121, 105.6731589584983",Non Rice,105.6731589584983,10.008946468127121,39.301342079440104,0.04534152150154114,0.2111242264509201,5966.0,3654.0
"10.00849223929746, 105.6731589584983",Non Rice,105.6731589584983,10.00849223929746,39.331820564596654,0.11346473544836044,0.1744002401828766,6632.0,3746.0
"10.008038010467802, 105.6731589584983",Non Rice,105.6731589584983,10.008038010467802,39.36234025904942,0.032607752829790115,0.17120100557804108,6268.0,2369.0
"10.007583781638141, 105.6731589584983",Non Rice,105.6731589584983,10.007583781638141,39.39290106701776,0.04110826551914215,0.23562651872634888,5325.0,3075.0
"10.013942985253381, 105.67361318732796",Non Rice,105.67361318732796,10.013942985253381,39.00885310842765,0.04275605082511902,0.16827376186847687,5612.0,2159.0
"10.01348875642372, 105.67361318732796",Non Rice,105.67361318732796,10.01348875642372,39.0388411997641,0.028708521276712418,0.2998279333114624,6332.0,2823.0
"10.013034527594062, 105.67361318732796",Non Rice,105.67361318732796,10.013034527594062,39.06887156892142,0.07697571814060211,0.4608023166656494,10622.0,2789.0
"10.012580298764401, 105.67361318732796",Non Rice,105.67361318732796,10.012580298764401,39.09894411848402,0.1530347615480423,0.4289983808994293,6672.0,2410.0
"10.012126069934741, 105.67361318732796",Non Rice,105.67361318732796,10.012126069934741,39.12905875119883,0.05405574291944504,0.17598485946655273,5033.0,2910.0
